CustomerID,Churn,CityTier,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,CouponUsed,OrderCount,Tenure_zscore,HourSpendOnApp_zscore,WarehouseToHome_zscore,DaySinceLastOrder_zscore,OrderAmountHikeFromlastYear_zscore,CashbackAmount_zscore,Computer,Mobile Phone,CC,COD,Cash on Delivery,Credit Card,Debit Card,E wallet,Male,Fashion,Grocery,Laptop & Accessory,Mobile,Mobile Phone,Divorced,Married
50016,1,2,3,5,5,1,1.0,1.0,-0.039249544842047596,0.10809041272616081,-0.4363636774442901,-0.7158010794920522,1.75380692547825,-1.1481701073412909,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50017,1,1,4,2,2,1,1.0,1.0,-1.2196301343827876,-0.020820824134998344,-0.4363636774442901,-1.2786586489993788,0.6389342144553608,-0.9748055173777344,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50018,1,3,4,3,2,1,1.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.5562906489473823,-0.4343722947383889,-1.3120930298346951,-0.40207232333634735,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
50019,1,1,5,3,2,1,1.0,1.0,-1.2196301343827876,0.10809041272616081,-0.3164367059411979,0.409914059522601,2.3112432809896943,-0.3350027867736581,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
50020,1,1,3,4,10,1,1.0,4.0,1.054766271092865,0.10809041272616081,0.5230520945804477,-0.4343722947383889,0.6389342144553608,-0.5608035598680448,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
50021,1,3,5,3,5,1,6.0,7.0,-1.2196301343827876,0.10809041272616081,-0.4363636774442901,0.6913428442762644,0.6389342144553608,-0.3150851668247385,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
50022,1,1,3,2,2,0,11.0,15.0,1.1744713450652677,0.10809041272616081,1.6023948381082778,0.409914059522601,-1.033374852078973,0.5263326555071784,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50023,1,3,3,3,2,1,0.0,1.0,-0.039249544842047596,-1.3072097159114928,1.4824678666051856,-1.2786586489993788,0.9176523922110831,-1.2290600332562915,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
50024,1,3,5,3,4,1,1.0,2.0,-1.2196301343827876,0.10809041272616081,1.242613923599001,-0.7158010794920522,-1.3120930298346951,-0.6429129319023669,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
50025,1,1,5,2,3,0,0.0,1.0,0.4562409012308511,-1.3072097159114928,-0.19650973443810563,-0.4343722947383889,-0.19722031881180604,0.5950281202289629,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
50026,1,1,3,5,8,0,1.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.07658276293501341,-0.1529435099847256,1.75380692547825,-0.7158764580417771,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50027,0,3,3,4,2,0,1.0,1.0,-0.2619895426035655,0.10809041272616081,-1.1559255064628435,0.409914059522601,-0.7546566743232507,-0.08684550149170911,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
50028,0,3,3,3,3,1,0.0,4.0,-0.039249544842047596,-1.3072097159114928,-0.4363636774442901,0.1284852747689377,1.1963705699668055,-1.1008149497076347,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
50029,0,1,3,4,9,0,1.0,1.0,0.9350611971204621,-1.3072097159114928,-0.004938528802963826,2.942773122305571,0.6389342144553608,-1.0922788268723833,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
50030,0,3,3,2,2,0,2.0,3.0,-0.6211047645207738,-1.3072097159114928,-0.19650973443810563,0.6913428442762644,-0.47593849656752835,0.25927395537574366,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
50031,0,1,3,3,2,0,0.0,1.0,-0.980219986437982,-1.3072097159114928,-1.1559255064628435,1.254200413783591,-0.7546566743232507,-0.6916907766752317,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
50032,0,1,4,3,3,0,1.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.3164367059411979,-1.2786586489993788,0.36021603669963853,-0.3232148076202161,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50033,0,1,4,4,5,1,1.0,1.0,2.3715220847892953,0.10809041272616081,-0.07658276293501341,-1.2786586489993788,1.1963705699668055,-0.8894442890252207,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50034,0,3,4,2,8,0,2.0,2.0,0.33653582725844833,0.10809041272616081,-0.6762176204504745,1.8170579832909175,-1.3120930298346951,0.636692529305785,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
50035,0,3,3,3,7,0,1.0,1.0,0.05913644690360146,0.10809041272616081,-0.916071563456659,-0.7158010794920522,0.6389342144553608,-1.1160580261991548,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
50036,0,1,3,2,2,0,0.0,2.0,-1.2196301343827876,0.10809041272616081,-0.004938528802963826,-0.7158010794920522,2.3112432809896943,-1.0973598523695567,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
50037,0,1,3,4,7,0,0.0,2.0,-0.039249544842047596,-1.3072097159114928,-0.07658276293501341,-0.7158010794920522,0.6389342144553608,-1.158128917315751,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
50038,0,1,3,2,2,0,0.0,1.0,-1.0999250604103847,-0.32552199585740216,1.3625408951020932,-0.7158010794920522,-1.3120930298346951,-1.0180958546136516,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
50039,0,1,2,2,4,1,1.0,1.0,2.3715220847892953,-1.3072097159114928,1.72232180961137,-0.1529435099847256,0.08149785894391623,0.34890324514588256,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
50040,0,1,4,3,2,1,0.0,1.0,-1.2196301343827876,0.10809041272616081,-0.004938528802963826,-0.9972298642457156,-0.19722031881180604,-1.0479722845370314,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
50041,0,1,3,4,4,0,2.0,4.0,1.533586566982476,-1.3072097159114928,0.16327118007117103,-0.1529435099847256,-0.031510680964836904,2.480291820700185,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50042,0,1,3,3,5,0,1.0,1.0,0.4562409012308511,-1.3072097159114928,-0.004938528802963826,0.9727716290299276,-1.033374852078973,-1.071345001824029,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
50043,0,3,3,2,3,0,2.0,7.0,-0.8605149124655793,-1.3072097159114928,-0.5562906489473823,-0.1529435099847256,-1.033374852078973,0.3448384247481441,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50044,0,3,4,2,5,0,1.0,1.0,0.0971256793136428,-1.3072097159114928,-1.1559255064628435,-0.9972298642457156,1.75380692547825,0.19586275717101997,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50045,0,1,3,3,4,0,0.0,1.0,-0.6211047645207738,-0.32552199585740216,-0.4363636774442901,-0.1529435099847256,1.1963705699668055,-0.9520425231503974,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
50046,0,1,3,4,1,1,1.0,1.0,-1.2196301343827876,-0.32552199585740216,0.8828330090897244,-0.9972298642457156,0.08149785894391623,-0.9479777027526582,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
50047,1,3,5,5,1,0,1.0,1.0,-1.2196301343827876,0.10809041272616081,0.02163635912686631,-1.2786586489993788,1.4750887477225276,-1.096953370329783,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50048,0,1,3,4,5,0,4.0,7.0,-0.039249544842047596,-2.7225098445491462,-0.7961445919535668,-0.7158010794920522,-1.033374852078973,-1.1451214920429869,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
50049,0,1,3,5,2,0,0.0,6.0,-0.8605149124655793,-0.020820824134998344,-0.07658276293501341,1.5356291985372543,-1.3120930298346951,-0.9451323284742414,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
50050,0,3,3,5,5,1,0.0,1.0,0.9350611971204621,-2.7225098445491462,-0.6762176204504745,-0.4343722947383889,-1.3120930298346951,-0.5520641960129063,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
50051,0,1,3,5,5,1,1.0,2.0,2.2518170108168922,0.10809041272616081,-0.19650973443810563,-0.7158010794920522,0.6389342144553608,-0.7042917199082219,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50052,0,1,3,2,1,0,0.0,1.0,-0.501399690548371,-1.3072097159114928,-0.004938528802963826,-0.7158010794920522,-0.47593849656752835,-1.061386191849569,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
50053,1,1,4,2,2,0,0.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.916071563456659,-1.2786586489993788,1.75380692547825,-1.3455171376515063,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50054,0,3,3,5,2,0,4.0,15.0,1.054766271092865,0.10809041272616081,-1.1559255064628435,0.6913428442762644,2.589961458745417,0.5549896393112363,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
50055,0,1,3,2,2,0,1.0,2.0,0.05913644690360146,0.10809041272616081,-0.07658276293501341,-0.9972298642457156,-1.033374852078973,-1.1044732880655996,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50056,0,1,3,2,9,1,1.0,1.0,-0.7408098384931765,0.10809041272616081,0.28319815157426326,-0.7158010794920522,2.032525103233972,-0.770954774431137,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
50057,0,1,3,4,3,0,1.0,1.0,0.05913644690360146,0.10809041272616081,2.082102724120647,-0.7158010794920522,-0.19722031881180604,-1.0997987446082,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50058,1,3,3,4,2,1,0.0,1.0,-0.7408098384931765,-0.32552199585740216,1.242613923599001,-0.7158010794920522,1.75380692547825,-0.9313119391219297,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50059,0,1,4,3,3,0,0.0,1.0,1.533586566982476,-1.3072097159114928,-1.1559255064628435,-0.7158010794920522,-0.19722031881180604,-0.8195293781841146,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
50060,0,1,2,5,2,0,1.0,1.0,1.8927017888996842,-1.3072097159114928,0.4031251230773555,-0.4343722947383889,-1.3120930298346951,-0.665066203070043,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50061,0,1,3,4,2,0,0.0,1.0,-0.501399690548371,-0.32552199585740216,0.5230520945804477,0.409914059522601,-0.7546566743232507,-1.0093564907585133,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50062,0,1,3,3,2,0,5.0,9.0,0.33653582725844833,-1.3072097159114928,-0.6762176204504745,1.254200413783591,-0.47593849656752835,2.2987975899411506,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50063,0,1,2,4,9,0,1.0,2.0,2.1321119368444896,0.10809041272616081,0.5230520945804477,2.942773122305571,-1.3120930298346951,2.235589632756314,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50064,0,1,4,3,2,0,0.0,1.0,-0.38169461657596826,-1.3072097159114928,-0.916071563456659,1.254200413783591,0.36021603669963853,0.37085327529367196,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
50065,0,1,3,4,4,0,0.0,1.0,1.6532916409548788,0.10809041272616081,-0.7961445919535668,-1.2786586489993788,0.6389342144553608,1.221823425560275,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50066,0,1,4,3,1,0,1.0,11.0,1.7729967149272814,0.10809041272616081,-1.1559255064628435,1.254200413783591,-0.05907154460161865,2.4951284151519317,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
50067,0,1,3,4,2,0,1.0,1.0,0.05913644690360146,-1.3072097159114928,-0.07658276293501341,-0.4343722947383889,0.08149785894391623,-1.1063024572445819,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50068,1,1,4,3,4,1,1.0,1.0,-1.2196301343827876,-1.3072097159114928,1.6023948381082778,-0.9972298642457156,-0.7546566743232507,-0.3671148679157943,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
50069,0,1,2,2,5,0,0.0,2.0,-0.039249544842047596,-1.3072097159114928,-0.3164367059411979,-0.7158010794920522,-0.47593849656752835,-1.1449182510231,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
50070,0,1,4,2,10,0,6.0,11.0,0.9350611971204621,0.10809041272616081,-0.916071563456659,0.9727716290299276,2.032525103233972,1.8433344643745266,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
50071,0,1,2,5,2,1,0.0,1.0,-0.02257939465875997,0.10809041272616081,1.3625408951020932,0.6913428442762644,-1.033374852078973,-0.845137746689869,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
50072,0,1,3,4,6,0,1.0,1.0,-0.2619895426035655,-1.3072097159114928,-0.916071563456659,-0.7158010794920522,-1.3120930298346951,-0.6701472285672164,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50073,0,1,3,3,3,0,0.0,1.0,0.5759459752032539,-1.3072097159114928,1.3625408951020932,-0.7158010794920522,0.08149785894391623,-0.4994247718621897,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50074,0,1,3,3,10,0,0.0,1.0,0.0971256793136428,-1.3072097159114928,-0.916071563456659,-1.2786586489993788,-0.47593849656752835,-0.23765033824781567,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
50075,0,1,3,2,4,0,0.0,1.0,0.0971256793136428,-1.3072097159114928,2.3219566671268312,0.6913428442762644,0.6389342144553608,-0.2969967160548009,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
50076,0,1,4,5,6,0,0.0,2.0,-1.2196301343827876,-1.3072097159114928,-1.1559255064628435,-1.2786586489993788,0.9176523922110831,-0.6959588380928575,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
50077,0,1,3,2,2,1,0.0,1.0,1.4138814930100732,0.10809041272616081,1.0027599805928167,0.6913428442762644,-0.19722031881180604,-0.1866368422561948,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
50078,0,1,3,3,2,1,2.0,2.0,-0.38169461657596826,-1.3072097159114928,0.043344208568078815,-1.2786586489993788,0.36021603669963853,-0.7941242506982475,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
50079,0,1,3,2,9,1,1.0,3.0,0.33653582725844833,-0.32552199585740216,1.1226869520959089,0.6913428442762644,-0.19722031881180604,-1.0124051060568175,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
50080,1,1,3,5,8,1,0.0,1.0,-1.0999250604103847,0.10809041272616081,2.3219566671268312,-1.2786586489993788,0.9176523922110831,-0.21326141586138353,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50081,1,3,3,2,2,0,1.0,1.0,-1.2196301343827876,-1.3072097159114928,2.082102724120647,1.254200413783591,1.75380692547825,-0.016930590650603018,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
50082,0,1,2,4,2,1,0.0,2.0,-1.2196301343827876,-1.3072097159114928,-0.004938528802963826,-0.7158010794920522,0.08149785894391623,-1.096343647270122,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
50083,0,1,3,2,2,0,1.0,1.0,0.05913644690360146,0.10809041272616081,1.0027599805928167,0.6913428442762644,-0.7546566743232507,-1.131910825750336,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50084,0,1,4,2,10,0,1.0,1.0,0.33653582725844833,0.10809041272616081,-0.07658276293501341,-0.7158010794920522,-0.47593849656752835,-0.5784855285982082,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
50085,0,1,3,5,8,0,0.0,1.0,1.054766271092865,0.10809041272616081,-1.1559255064628435,-0.4343722947383889,0.08149785894391623,0.3401638812907447,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
50086,1,3,5,2,2,0,7.0,9.0,-1.2196301343827876,-1.3072097159114928,-0.6762176204504745,0.9727716290299276,-1.3120930298346951,0.5442178652572287,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
50087,0,1,4,3,2,0,2.0,5.0,-0.8605149124655793,-1.3072097159114928,-1.1559255064628435,0.9727716290299276,1.75380692547825,0.15277566095498937,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
50088,0,3,3,3,2,0,1.0,1.0,-1.2196301343827876,-1.3072097159114928,1.242613923599001,0.6913428442762644,-0.47593849656752835,0.4590598779246024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50089,0,1,4,4,6,0,1.0,4.0,1.6532916409548788,-1.3072097159114928,-0.19650973443810563,-0.007520171406307136,0.08149785894391623,0.968991596820926,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
50090,1,1,3,5,6,1,1.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.004938528802963826,-0.1529435099847256,-1.3120930298346951,-1.0294773517273201,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50091,0,3,3,2,4,1,0.0,1.0,0.4562409012308511,0.10809041272616081,-0.4363636774442901,-1.2786586489993788,0.6389342144553608,1.1927599597164429,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50092,1,3,4,5,6,0,0.0,1.0,-1.2196301343827876,-1.3072097159114928,1.9621757526175545,-0.9972298642457156,-0.19722031881180604,-0.20858687240398363,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50093,1,1,3,3,1,0,0.0,1.0,-0.039249544842047596,-1.3072097159114928,-1.1559255064628435,0.1284852747689377,-0.47593849656752835,-1.151218722639595,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50094,0,3,4,2,7,0,12.0,12.0,0.9350611971204621,-1.3072097159114928,-0.4363636774442901,0.9727716290299276,-1.033374852078973,0.23224289973078144,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50095,0,3,3,5,3,0,1.0,1.0,2.0124068628720866,-1.3072097159114928,-0.7961445919535668,0.1284852747689377,-0.47593849656752835,-0.36223708343850763,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50096,0,1,3,4,9,0,0.0,3.0,-0.14228446863116273,0.10809041272616081,-0.5562906489473823,0.6913428442762644,0.08149785894391623,-0.36752134995556834,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
50097,0,1,4,4,7,0,0.0,1.0,-0.501399690548371,-1.3072097159114928,-0.004938528802963826,-0.9972298642457156,1.4750887477225276,-1.0365907874233629,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50098,0,1,3,2,2,1,0.0,1.0,-0.02257939465875997,-1.3072097159114928,0.16327118007117103,-0.03342565947228051,-0.47593849656752835,0.9070030857554101,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
50099,0,3,3,3,1,0,1.0,5.0,0.0971256793136428,0.10809041272616081,-0.7961445919535668,2.3799155527982445,-1.033374852078973,0.5866952384135985,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
50100,0,1,5,3,1,0,1.0,1.0,-0.7408098384931765,-1.3072097159114928,-1.1559255064628435,-0.1529435099847256,-1.033374852078973,-0.6864065101581716,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50101,0,1,4,2,4,0,0.0,1.0,-0.039249544842047596,0.10809041272616081,-0.7961445919535668,-1.2786586489993788,0.36021603669963853,-1.1270330412730496,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
50102,0,3,3,2,5,0,1.0,5.0,-0.02257939465875997,-1.3072097159114928,-0.6762176204504745,0.9727716290299276,0.36021603669963853,-3.6018989404362745,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
50103,0,3,3,2,2,0,4.0,4.0,-0.980219986437982,-1.3072097159114928,-1.1559255064628435,-0.9972298642457156,-0.47593849656752835,0.03977365389785266,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50104,0,3,3,3,2,0,1.0,1.0,-0.2619895426035655,0.10809041272616081,-1.1559255064628435,0.9727716290299276,-0.47593849656752835,0.21679658221937387,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
50105,1,1,4,2,2,1,0.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.004938528802963826,-0.9972298642457156,-0.7546566743232507,-1.083945945057019,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
50106,0,1,4,2,8,0,0.0,2.0,1.7729967149272814,-1.3072097159114928,-0.916071563456659,-0.7158010794920522,-0.19722031881180604,-0.9166785856900702,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50107,0,1,3,2,2,0,0.0,11.0,0.5759459752032539,-1.3072097159114928,-0.6762176204504745,2.942773122305571,0.032224466804958295,2.3392425528986514,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
50108,0,2,3,3,9,0,2.0,2.0,-0.039249544842047596,-1.3072097159114928,-0.4363636774442901,-0.7158010794920522,0.36021603669963853,-1.1087413494832252,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
50109,0,3,3,2,4,0,1.0,1.0,1.533586566982476,0.10809041272616081,-1.1559255064628435,0.409914059522601,0.032224466804958295,2.3971662435664287,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50110,1,1,3,2,6,1,0.0,1.0,-1.2196301343827876,-1.3072097159114928,-0.004938528802963826,-0.1529435099847256,-0.7546566743232507,-1.074393617122333,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
50111,0,3,3,2,6,1,0.0,1.0,0.6956510491756566,0.10809041272616081,0.7629060375866321,1.254200413783591,1.75380692547825,1.6953750018968363,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50112,1,1,3,5,8,0,1.0,1.0,-1.2196301343827876,-0.32552199585740216,-0.916071563456659,0.6913428442762644,1.1963705699668055,-1.0193153007329734,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
50113,0,3,4,3,2,1,8.0,15.0,1.7729967149272814,0.10809041272616081,-0.916071563456659,2.0984867680445807,0.6389342144553608,2.3059110256371937,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50114,0,3,3,4,3,0,1.0,1.0,-0.6211047645207738,-1.3072097159114928,-0.6762176204504745,-0.7158010794920522,-1.3120930298346951,-0.770548292391363,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
50115,1,1,4,3,1,1,1.0,1.0,-1.2196301343827876,0.10809041272616081,-1.1559255064628435,-0.7158010794920522,-0.47593849656752835,-0.811399737388637,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50116,0,1,3,3,8,0,0.0,1.0,0.05913644690360146,0.10809041272616081,-1.1559255064628435,-0.7158010794920522,-0.47593849656752835,-1.1158547851792682,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
50117,0,3,3,2,1,0,1.0,2.0,-0.6211047645207738,0.10809041272616081,1.9621757526175545,-0.7158010794920522,0.6389342144553608,-0.6620175877717388,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
50118,0,1,3,5,3,0,1.0,1.0,0.4562409012308511,-0.32552199585740216,1.1226869520959089,-1.2786586489993788,0.08149785894391623,-0.9451323284742414,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
50119,0,1,3,2,2,0,2.0,4.0,0.33653582725844833,0.10809041272616081,1.72232180961137,0.6913428442762644,0.36021603669963853,-0.8949317965621681,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
50120,0,1,2,2,1,0,1.0,1.0,0.9350611971204621,0.10809041272616081,-1.1559255064628435,0.6913428442762644,0.032224466804958295,2.333145322302043,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
