CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_zscore,Male,Computer,Mobile Phone,Phone,CC,COD,Cash on Delivery,Credit Card,Debit Card,E wallet,UPI,Divorced,Married,Single
50039,0,0.4918032786885246,1,0.20491803278688525,0.4,2,2,4,1,0.33333333333333337,1.0,1.0,0.08695652173913042,0.5981414812763469,2.3715220847892957,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50040,0,0.0,1,0.08686392495025112,0.6000000000000001,4,3,2,1,0.2666666666666667,0.0,1.0,0.021739130434782608,0.3866580510169543,-1.2196301343827876,1,1,0,0,1,0,0,0,0,0,0,0,1,0
50041,0,0.3770491803278689,1,0.09836065573770493,0.4,3,4,4,0,0.30630279402209226,2.0,4.0,0.08695652173913042,0.9208283331794824,1.5335865669824758,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50042,0,0.2295081967213115,1,0.08686392495025112,0.4,3,3,5,0,0.06666666666666676,1.0,1.0,0.17391304347826084,0.38311948059940304,0.4562409012308511,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50043,0,0.049180327868852465,3,0.049180327868852465,0.4,3,2,3,0,0.06666666666666676,2.0,7.0,0.08695652173913042,0.5975260777254684,-0.8605149124655793,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50044,0,0.18032786885245905,3,0.008196721311475405,0.4,4,2,5,0,0.7333333333333333,1.0,1.0,0.021739130434782608,0.5749715375857719,0.0971256793136428,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50045,0,0.0819672131147541,1,0.05737704918032786,0.5387250237868696,3,3,4,0,0.6,0.0,1.0,0.08695652173913042,0.4011815748176867,-0.6211047645207738,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50046,0,0.0,1,0.14754098360655735,0.5387250237868696,3,4,1,1,0.33333333333333337,1.0,1.0,0.021739130434782608,0.4017969783685652,-1.2196301343827876,1,0,0,1,0,1,0,0,0,0,0,1,0,0
50047,1,0.0,3,0.08868025490100696,0.6000000000000001,5,5,1,0,0.6666666666666666,1.0,1.0,0.0,0.37924243822886855,-1.2196301343827876,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50048,0,0.16165147245422629,1,0.032786885245901634,0.2,3,4,5,0,0.06666666666666676,4.0,7.0,0.043478260869565216,0.3719499061509585,-0.0392495448420476,1,1,0,0,1,0,0,0,0,0,0,0,0,1
50049,0,0.049180327868852465,1,0.0819672131147541,0.581783194355356,3,5,2,0,0.0,0.0,6.0,0.21739130434782608,0.4022277608541801,-0.8605149124655793,1,1,0,0,1,0,0,0,0,0,0,0,1,0
50050,0,0.29508196721311475,3,0.04098360655737705,0.2,3,5,5,1,0.0,0.0,1.0,0.06521739130434782,0.46173728422413,0.935061197120462,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50051,0,0.4754098360655738,1,0.07377049180327869,0.6000000000000001,3,5,5,1,0.4666666666666667,1.0,2.0,0.043478260869565216,0.4386904212437305,2.251817010816892,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50052,0,0.09836065573770493,1,0.08686392495025112,0.4,3,2,1,0,0.20000000000000007,0.0,1.0,0.043478260869565216,0.38462721929905536,-0.501399690548371,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50053,1,0.0,1,0.024590163934426233,0.4,4,2,2,0,0.7333333333333333,0.0,1.0,0.0,0.3416105110926489,-1.2196301343827876,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50054,0,0.3114754098360656,3,0.008196721311475405,0.6000000000000001,3,5,2,0,0.9333333333333336,4.0,15.0,0.15217391304347827,0.6293424413058863,1.054766271092865,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50055,0,0.1751252965542494,1,0.0819672131147541,0.6000000000000001,3,2,2,0,0.06666666666666676,1.0,2.0,0.021739130434782608,0.3781039416597433,0.05913644690360146,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50056,0,0.06557377049180327,1,0.10655737704918032,0.6000000000000001,3,2,9,1,0.7999999999999999,1.0,1.0,0.043478260869565216,0.4285978030093233,-0.7408098384931765,0,0,0,1,0,0,0,1,0,0,0,1,0,0
50057,0,0.1751252965542494,1,0.2295081967213115,0.6000000000000001,3,4,3,0,0.2666666666666667,1.0,1.0,0.043478260869565216,0.3788116557432536,0.05913644690360146,0,0,0,1,1,0,0,0,0,0,0,0,0,1
50058,1,0.06557377049180327,3,0.17213114754098366,0.5387250237868696,3,4,2,1,0.7333333333333333,0.0,1.0,0.043478260869565216,0.40432013292716706,-0.7408098384931765,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50059,0,0.3770491803278689,1,0.008196721311475405,0.4,4,3,3,0,0.2666666666666667,0.0,1.0,0.043478260869565216,0.4212437305763254,1.5335865669824758,1,0,0,1,0,0,0,1,0,0,0,1,0,0
50060,0,0.4262295081967213,1,0.11475409836065575,0.4,2,5,2,0,0.0,1.0,1.0,0.06521739130434782,0.44462906550970793,1.892701788899684,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50061,0,0.09836065573770493,1,0.12295081967213115,0.5387250237868696,3,4,2,0,0.1333333333333334,0.0,1.0,0.13043478260869565,0.3925043847503,-0.501399690548371,0,0,0,1,1,0,0,0,0,0,0,1,0,0
50062,0,0.21311475409836067,1,0.04098360655737705,0.4,3,3,2,0,0.20000000000000007,5.0,9.0,0.19565217391304346,0.8933505646327579,0.33653582725844833,0,0,1,0,0,0,0,1,0,0,0,1,0,0
50063,0,0.459016393442623,1,0.12295081967213115,0.6000000000000001,2,4,9,0,0.0,1.0,2.0,0.32608695652173914,0.8837810394165975,2.1321119368444896,1,0,1,0,0,0,0,1,0,0,0,0,0,1
50064,0,0.11475409836065575,1,0.024590163934426233,0.4,4,3,2,0,0.4,0.0,1.0,0.19565217391304346,0.6014646604510908,-0.38169461657596826,1,1,0,0,0,0,0,0,1,0,0,1,0,0
50065,0,0.3934426229508197,1,0.032786885245901634,0.6000000000000001,3,4,4,0,0.4666666666666667,0.0,1.0,0.0,0.7302993938275023,1.6532916409548788,0,0,1,0,0,0,0,1,0,0,0,0,0,1
50066,0,0.4098360655737705,1,0.008196721311475405,0.6000000000000001,4,3,1,0,0.2997105045492142,1.0,11.0,0.19565217391304346,0.9230745561401889,1.7729967149272814,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50067,0,0.1751252965542494,1,0.0819672131147541,0.4,3,4,2,0,0.33333333333333337,1.0,1.0,0.06521739130434782,0.3778270100618481,0.05913644690360146,0,0,0,1,1,0,0,0,0,0,0,0,0,1
50068,1,0.0,1,0.19672131147540986,0.4,4,3,4,1,0.1333333333333334,1.0,1.0,0.021739130434782608,0.4897381457891012,-1.2196301343827876,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50069,0,0.16165147245422629,1,0.06557377049180327,0.4,2,2,5,0,0.20000000000000007,0.0,2.0,0.043478260869565216,0.3719806763285024,-0.0392495448420476,1,1,0,0,1,0,0,0,0,0,0,0,1,0
50070,0,0.29508196721311475,1,0.024590163934426233,0.6000000000000001,4,2,10,0,0.7999999999999999,6.0,11.0,0.17391304347826084,0.8243945967568233,0.935061197120462,1,1,0,0,0,0,0,1,0,0,0,1,0,0
50071,0,0.1639344262295082,1,0.18032786885245905,0.6000000000000001,2,5,2,1,0.06666666666666676,0.0,1.0,0.15217391304347827,0.4173666882057909,-0.02257939465875997,1,0,0,1,0,0,0,0,1,0,0,1,0,0
50072,0,0.13114754098360654,1,0.024590163934426233,0.4,3,4,6,0,0.0,1.0,1.0,0.043478260869565216,0.4438598110711098,-0.2619895426035655,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50073,0,0.2459016393442623,1,0.18032786885245905,0.4,3,3,3,0,0.33333333333333337,0.0,1.0,0.043478260869565216,0.4697067602080064,0.5759459752032539,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50074,0,0.18032786885245905,1,0.024590163934426233,0.4,3,3,10,0,0.20000000000000007,0.0,1.0,0.0,0.5093387488845811,0.0971256793136428,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50075,0,0.18032786885245905,1,0.24590163934426235,0.4,3,2,4,0,0.4666666666666667,0.0,1.0,0.15217391304347827,0.5003538570417552,0.0971256793136428,1,0,1,0,0,1,0,0,0,0,0,1,0,0
50076,0,0.0,1,0.008196721311475405,0.4,4,5,6,0,0.5333333333333333,0.0,2.0,0.0,0.4399519985230314,-1.2196301343827876,1,1,0,0,0,1,0,0,0,0,0,1,0,0
50077,0,0.3606557377049181,1,0.1557377049180328,0.6000000000000001,3,2,2,1,0.2666666666666667,0.0,1.0,0.15217391304347827,0.517062063448106,1.4138814930100732,1,1,0,0,0,0,0,0,1,0,0,0,1,0
50078,0,0.11475409836065575,1,0.09016393442622953,0.4,3,3,2,1,0.4,2.0,2.0,0.0,0.425090002769316,-0.38169461657596826,1,1,0,0,0,0,0,1,0,0,0,0,1,0
50079,0,0.21311475409836067,1,0.1639344262295082,0.5387250237868696,3,2,9,1,0.2666666666666667,1.0,3.0,0.15217391304347827,0.3920428320871411,0.33653582725844833,1,0,0,1,1,0,0,0,0,0,0,1,0,0
50080,1,0.016393442622950817,1,0.24590163934426235,0.6000000000000001,3,5,8,1,0.5333333333333333,0.0,1.0,0.0,0.5130311701898519,-1.0999250604103847,1,0,1,0,0,0,0,1,0,0,0,1,0,0
50081,1,0.0,3,0.2295081967213115,0.4,3,2,2,0,0.7333333333333333,1.0,1.0,0.19565217391304346,0.5427551616972829,-1.2196301343827876,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50082,0,0.0,1,0.08686392495025112,0.4,2,4,2,1,0.33333333333333337,0.0,2.0,0.043478260869565216,0.3793347487615003,-1.2196301343827876,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50083,0,0.1751252965542494,1,0.1557377049180328,0.6000000000000001,3,2,2,0,0.1333333333333334,1.0,1.0,0.15217391304347827,0.3739499676913136,0.05913644690360146,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50084,0,0.21311475409836067,1,0.0819672131147541,0.6000000000000001,4,2,10,0,0.20000000000000007,1.0,1.0,0.043478260869565216,0.4577371611434197,0.33653582725844833,1,1,0,0,0,0,0,0,1,0,0,1,0,0
50085,0,0.3114754098360656,1,0.008196721311475405,0.6000000000000001,3,5,8,0,0.33333333333333337,0.0,1.0,0.06521739130434782,0.5968183636419582,1.054766271092865,1,0,1,0,0,0,0,1,0,0,0,0,1,0
50086,1,0.0,3,0.04098360655737705,0.4,5,2,2,0,0.0,7.0,9.0,0.17391304347826084,0.6277116218960583,-1.2196301343827876,1,0,1,0,0,0,0,1,0,0,0,1,0,0
50087,0,0.049180327868852465,1,0.008196721311475405,0.4,4,3,2,0,0.7333333333333333,2.0,5.0,0.17391304347826084,0.5684482599464599,-0.8605149124655793,1,1,0,0,0,0,0,0,1,0,0,0,0,1
50088,0,0.0,3,0.17213114754098366,0.4,3,3,2,0,0.20000000000000007,1.0,1.0,0.15217391304347827,0.6148189175051539,-1.2196301343827876,0,1,0,0,0,0,0,0,1,0,0,0,0,1
50089,0,0.3934426229508197,1,0.07377049180327869,0.4,4,4,6,0,0.33333333333333337,1.0,4.0,0.09818983224922972,0.6920212929628604,1.6532916409548788,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50090,1,0.0,1,0.08686392495025112,0.4,3,5,6,1,0.0,1.0,1.0,0.08695652173913042,0.38945813717345146,-1.2196301343827876,0,0,0,1,0,1,0,0,0,0,0,0,0,1
50091,0,0.2295081967213115,3,0.05737704918032786,0.6000000000000001,3,2,4,1,0.4666666666666667,0.0,1.0,0.0,0.7258992584387212,0.4562409012308511,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50092,1,0.0,3,0.2213114754098361,0.4,4,5,6,0,0.2666666666666667,0.0,1.0,0.021739130434782608,0.5137388842733622,-1.2196301343827876,0,1,0,0,0,0,0,0,0,1,0,0,0,1
50093,1,0.16165147245422629,1,0.008196721311475405,0.4,3,3,1,0,0.20000000000000007,0.0,1.0,0.10869565217391304,0.3710268008246407,-0.0392495448420476,1,0,0,1,0,0,1,0,0,0,0,0,0,1
50094,0,0.29508196721311475,3,0.05737704918032786,0.4,4,2,7,0,0.06666666666666676,12.0,12.0,0.17391304347826084,0.5804793993661344,0.935061197120462,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50095,0,0.4426229508196722,3,0.032786885245901634,0.4,3,5,3,0,0.20000000000000007,1.0,1.0,0.10869565217391304,0.4904766300501554,2.0124068628720866,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50096,0,0.14754098360655735,1,0.049180327868852465,0.6000000000000001,3,4,9,0,0.33333333333333337,0.0,3.0,0.15217391304347827,0.4896766054340133,-0.14228446863116273,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50097,0,0.09836065573770493,1,0.08686392495025112,0.4,4,4,7,0,0.6666666666666666,0.0,1.0,0.021739130434782608,0.3883811809594141,-0.501399690548371,0,0,0,1,1,0,0,0,0,0,0,1,0,0
50098,0,0.1639344262295082,1,0.09836065573770493,0.4,3,2,2,1,0.20000000000000007,0.0,1.0,0.09618874773139746,0.6826363888119634,-0.02257939465875997,1,1,0,0,0,0,0,0,0,0,1,0,1,0
50099,0,0.18032786885245905,3,0.032786885245901634,0.6000000000000001,3,3,1,0,0.06666666666666676,1.0,5.0,0.2826086956521739,0.6341425890027386,0.0971256793136428,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50100,0,0.06557377049180327,1,0.008196721311475405,0.4,5,3,1,0,0.06666666666666676,1.0,1.0,0.08695652173913042,0.4413981968675959,-0.7408098384931765,1,1,0,0,0,0,0,1,0,0,0,1,0,0
50101,0,0.16165147245422629,1,0.032786885245901634,0.6000000000000001,4,2,4,0,0.4,0.0,1.0,0.0,0.3746884519523677,-0.0392495448420476,1,0,0,1,0,0,0,0,1,0,0,1,0,0
50102,0,0.1639344262295082,3,0.04098360655737705,0.4,3,2,5,0,0.4,1.0,5.0,0.17391304347826084,0.0,-0.02257939465875997,1,1,0,0,0,0,0,0,0,1,0,0,1,0
50103,0,0.032786885245901634,3,0.008196721311475405,0.4,3,2,2,0,0.20000000000000007,4.0,4.0,0.021739130434782608,0.551340041232038,-0.980219986437982,0,1,0,0,0,0,0,1,0,0,0,1,0,0
50104,0,0.13114754098360654,3,0.008196721311475405,0.6000000000000001,3,3,2,0,0.20000000000000007,1.0,1.0,0.17391304347826084,0.578140865872796,-0.2619895426035655,0,1,0,0,0,0,0,0,0,1,0,0,0,1
50105,1,0.0,1,0.08686392495025112,0.4,4,2,2,1,0.1333333333333334,0.0,1.0,0.021739130434782608,0.3812117295916797,-1.2196301343827876,1,0,0,1,1,0,0,0,0,0,0,0,0,1
50106,0,0.4098360655737705,1,0.024590163934426233,0.4,4,2,8,0,0.2666666666666667,0.0,2.0,0.043478260869565216,0.4065355857103296,1.7729967149272814,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50107,0,0.2459016393442623,1,0.04098360655737705,0.4,3,2,2,0,0.3215476190476191,0.0,11.0,0.32608695652173914,0.8994738299639988,0.5759459752032539,1,0,1,0,0,0,1,0,0,0,0,1,0,0
50108,0,0.16165147245422629,2,0.05737704918032786,0.4,3,3,9,0,0.4,2.0,2.0,0.043478260869565216,0.37745776793132096,-0.0392495448420476,1,0,0,1,1,0,0,0,0,0,0,1,0,0
50109,0,0.3770491803278689,3,0.008196721311475405,0.6000000000000001,3,2,4,0,0.3215476190476191,1.0,1.0,0.13043478260869565,0.9082433305640172,1.5335865669824758,0,0,1,0,0,0,0,1,0,0,0,0,1,0
50110,1,0.0,1,0.08686392495025112,0.4,3,2,6,1,0.1333333333333334,0.0,1.0,0.08695652173913042,0.38265792793624415,-1.2196301343827876,1,0,0,1,1,0,0,0,0,0,0,1,0,0
50111,0,0.26229508196721313,3,0.13934426229508196,0.6000000000000001,3,2,6,1,0.7333333333333333,0.0,1.0,0.19565217391304346,0.8019939075048462,0.6956510491756566,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50112,1,0.0,1,0.024590163934426233,0.5387250237868696,3,5,8,0,0.6,1.0,1.0,0.15217391304347827,0.3909966460506477,-1.2196301343827876,0,0,0,1,0,0,0,0,1,0,0,1,0,0
50113,0,0.4098360655737705,3,0.024590163934426233,0.6000000000000001,4,3,2,1,0.4666666666666667,8.0,15.0,0.2608695652173913,0.8944275208467952,1.7729967149272814,1,1,0,0,0,0,0,0,1,0,0,0,0,1
50114,0,0.0819672131147541,3,0.04098360655737705,0.4,3,4,3,0,0.0,1.0,1.0,0.043478260869565216,0.4286593433644112,-0.6211047645207738,0,0,0,1,0,0,0,0,1,0,0,1,0,0
50115,1,0.0,1,0.008196721311475405,0.6000000000000001,4,3,1,1,0.20000000000000007,1.0,1.0,0.043478260869565216,0.4224745376780824,-1.2196301343827876,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50116,0,0.1751252965542494,1,0.008196721311475405,0.6000000000000001,3,3,8,0,0.20000000000000007,0.0,1.0,0.043478260869565216,0.3763808117172836,0.05913644690360146,0,0,0,1,1,0,0,0,0,0,0,0,1,0
50117,0,0.0819672131147541,3,0.2213114754098361,0.6000000000000001,3,2,1,0,0.4666666666666667,1.0,2.0,0.043478260869565216,0.4450906181728668,-0.6211047645207738,1,1,0,0,0,0,0,0,0,1,0,1,0,0
50118,0,0.2295081967213115,1,0.1639344262295082,0.5387250237868696,3,5,3,0,0.33333333333333337,1.0,1.0,0.0,0.4022277608541801,0.4562409012308511,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50119,0,0.21311475409836067,1,0.20491803278688525,0.6000000000000001,3,2,2,0,0.4,2.0,4.0,0.15217391304347827,0.4098279947075295,0.33653582725844833,1,0,0,1,0,1,0,0,0,0,0,0,1,0
50120,0,0.29508196721311475,1,0.008196721311475405,0.6000000000000001,2,2,1,0,0.3215476190476191,1.0,1.0,0.15217391304347827,0.8985507246376809,0.935061197120462,1,0,1,0,0,0,0,0,0,0,1,1,0,0
50121,0,0.06557377049180327,1,0.032786885245901634,0.6000000000000001,3,3,10,0,0.06666666666666676,1.0,2.0,0.043478260869565216,0.7284839533524108,-0.7408098384931765,1,1,0,0,0,0,0,1,0,0,0,0,1,0
50122,0,0.09836065573770493,1,0.049180327868852465,0.5387250237868696,4,2,2,0,0.1333333333333334,0.0,1.0,0.043478260869565216,0.3972737622696083,-0.501399690548371,0,0,0,1,0,0,0,0,1,0,0,1,0,0
50123,0,0.11475409836065575,1,0.024590163934426233,0.4,4,5,7,0,0.1333333333333334,0.0,5.0,0.19565217391304346,0.4909997230684021,-0.38169461657596826,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50124,0,0.1639344262295082,1,0.008196721311475405,0.4,4,5,3,0,0.20000000000000007,1.0,1.0,0.043478260869565216,0.428320871411428,-0.02257939465875997,0,0,0,1,0,0,0,1,0,0,0,1,0,0
